Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
03/26/2010,1,F,U,B,U,U,Hostage situation,NA,5,,U,Jacksonville Police Department,"Jeremiah Mathis was killed during a hostage situation that ended with an innocent woman being shot by police along with her 2-year-old son in a car at a Wendy's drive-thru. Matthis was a suspect in a robbery at the Wachovia Bank at 8715 Baymeadows Road. Police said he was seen running out of the bank about 3:10 p.m. carrying a .357 revolver and running through parking lots into a Wendy’s drive-through. There he opened the door of Joann Cooper’s car and was seen by an officer. The officer pointed a shotgun, yelling for the suspect to stop, police said. Mathis got into the car Cooper was driving with a 2- and 7-year-old in the back seat. Police said he tried to drive away, and as the car moved past them, two officers fired shots at the gunman. The car continued forward and as it went over the top of the median another two officers fired at the gunman as he attempted to exit the vehicle, which was still rolling to a stop. Mathis was killed, and police also hit the 2-year-old boy in the chest and arm and the mother in the foot. The 7-year-old girl in the car was unharmed. A lawsuit filed by Cooper said that one of the officers saw the child and was yelling for other offiers to stop firing, but other officers continued to discharge their weapons. All said, 24 rounds were fired into the car. The lawsuit suggested that Mathis was attempting to surrender when he was shot.",Jacksonville,
03/29/2011,1,F,N,W,M,33,Suspect search,NA,2,,U,Jacksonville Police Department,"Richard Chabot was killed after police officers who received a call at about 8:25 a.m. of a man waving a sword stopped him in the Shirley Oaks neighborhood. Officer Robert Wilbanks said he approached Chabot, who was clad in a trench coat, and began to struggle with him in the street. The 911 caller also jumped in to assist the officer. Backup officers arrived and tried to help get Chabot under control, police said. Officers fired two Taser shots at him, but they were ineffective, according to police. Police said that Chabot pulled the sword out of his trench coat and got into Wilbanks’ vehicle, which had a Glock and an AR15 assault rifle inside. Police said that Chabot started to rev the engine and when Wilbanks shot him through the windshield and Officer Ken Browning shot him through the driver’s side window.",Jacksonville,Sword.
03/29/2015,1,N,N,B,M,22,Domestic disturbance,NA,1,,U,Jacksonville Police Department,"Devanta Jones was shot by police after a brief footchase and a struggle. Police said they were first called to a domestic disturbance at Cleveland Arms apartments at about 8:45 a.m. Officer Mike McKinley was the first to arrive at the apartment and saw Jones on top of Katrina Oliver strangling her, police said. Oliver later told the media that never happened. McKinley said he ordered Jones off of Oliver and that Jones then struggled with a second officer, Cliff Sames, when Sames tried to handcuff him. McKinley and Sames both fired their Tasers at Jones but missed, police said. Jones ran down the street and kicked in the door of an apartment with a mother and three children, only to run through the back door, police said. Sames fired his Taser once more time when he caught up to Jones, but police said it was ineffective and the two men fought. In the struggle, Jones wrenched the Taser away, according to police. It was the third police-involved shooting involving Sames.",Jacksonville,Third police shooting involving this officer.
04/18/2011,1,N,N,W,M,28,Suspect search,NA,1,,U,Jacksonville Police Department,"Brandon Paul McCrory was running from police when he was shot by police. McCrory, a suspect in seven or eight robberies had been located and surveilled by officers for some time before he arrived in a van with his wife and 6-year-old daughter. The family went inside the condo as officers confirmed the license tag on the van. At about 4:30 p.m. McCrory came out with his daughter. Two officers approached him, showing their badges and asking for identification, police said. Officers told the girl to walk away, and McCrory took off running while the child headed for her home, according to police. Officer Jeremy Garriott then fired four shots at McCrory, hitting him once through his left shoulder. McCrory had a couple of knives with him but had not threatened officers.",Jacksonville,Knife.
04/22/2015,1,N,U,B,M,31,Stakeout,NA,1,,U,Jacksonville Police Department,"Dewayne Wimberly was unarmed and fleeing police when he was shot in the ankle. Police said they were doing grand auto work and had been staking out a car since 3 a.m.when a woman and a man approached it about 10 a.m. When confronted, Wimberly ran north toward Baymeadows Road toward a wooded area, police said. Officer Jason Lederman said he saw a black gun in Wimberly's hand as he was running after him. Police had deployed a K-9 after Wimberly, who jumped a chain-link fence as the dog gained on him. Lederman said that he saw Wimberly throw something as he was running, but wasn’t sure what it was. According to Lederman, Wimberly crouched down and reached for something in his waistband, promting Lederman to fire three shots, hitting him once in the ankle. Police said they recovered a gun along the chase path.",Jacksonville,
04/26/2014,1,N,Y,B,M,23,Police chase,NA,1,,U,Jacksonville Police Department,"Devon Rashad Spencer, known also as ""Lil Kev,"" fired an AK-47 at police before he was shot in the shoulder and upper leg, police said. Officer Clifford Sames went to Frazier Street as part of an investigation into a hit-and-run crash and was walking up to a residence with four people standing in a nearby front yard, police said. As he approached, Spencer began shooting at him with an AK-47 rifle, according to police. Sames fired back five times, hitting Spencer in the shoulder and leg.",Jacksonville,
04/30/2013,1,F,N,W,M,41,Domestic disturbance,NA,3,,U,Jacksonville Police Department,"Christopher Todd Jones was killed in an incident that police described as a ""suicide by cop."" It began with a domestic dispute between Jones and his stepfather, Elbert Lilley, who wanted Jones to move out of the home where he had lived with his mother who died of cancer. The home was owned by Lilley, who arrived one evening to an apparent ambush by Jones with a homemade spear that punctured his chest, police said. Lilley was able to escape to a neighbor’s house to call 911. He told the first arriving officer that Jones said he was armed with a .45-caliber pistol. After a two-hour standoff, Jones came out charging the officers while carrying what turned out to be a pellet gun. Officers fired at Jones with rifles. Jones kept going before falling to the ground amid more gunfire. Sgt. Joel Weeks and Officers Robert Holmes and Angel Santiago fired 21 shots, hitting Jones at least 11 times.",Jacksonville,BB gun.
05/14/2016,1,F,N,W,M,19,Armed person,NA,2,B;H,M;M,Jacksonville Police Department,"Cody Nathanael Marsh was shot after acting suicidal and threatening police officers with knives. Police encountered Marsh at a McDonald’s on E. State St. at about 3:45 a.m. after the manager reported a man armed with knives was banging on the windows. Officers arrived to find Marsh nearby, threatening to cut their heads off, according to police. Officers tried to get Marsh to drop the knives for about 10 min, according to police. Police said he was holding a machete and a dagger, swinging them toward officers. Officer James White approached Marsh from the side, but Marsh saw him and charged toward the officer, police said. White fired three shots and Officer Johnathan Cochran fired once. Marsh was hit in the head and the arm. Marsh had previous interactions with police agencies, including being institutionalized under the Baker Act in October for making suicidal threats.",Jacksonville,Knife.
05/15/2013,1,N,N,B,M,17,Suspect search,NA,1,,U,Jacksonville Police Department,"Xavier Payne was shot in the ankle while he was in a car that came under police gunfire. Police investigating an auto theft were following a Ford Crown Victoria to the airport when officers attempted to stop the car in the rental return area. According to police, the driver rammed two police vehicles and another car. Officer Edward Rogers shot the car three times as they drove off, hitting the 17-year-old Payne in the ankle, police said. A description of the car led officers to the Monaco Arms II apartment complex where Payne was taken into custody but later released because he was cooperating.",Jacksonville,
05/22/2016,1,F,N,B,M,23,Traffic stop,NA,1,W,M,Jacksonville Police Department,"Vernell Bing was unarmed when he was shot point-blank in the head by Officer Tyler Landreville. Bing was fleeing police in a stolen red convertible Camaro when he slammed head-on with a patrol car and then crashed into the side of a building, police said. Witnesses described Bing as dazed and limping when he exited the vehicle. Officer Landreville got out of his crashed patrol car and fired five shots from close range, hitting Bing once in the side of the head. A witness said the officer continued to shoot after the suspect fell. Bing died the next day. His family has filed a federal lawsuit against the Jacksonville Sheriff's Office.",Jacksonville,Vehicle.
05/24/2011,1,N,Y,B,U,U,Armed disturbance,NA,1,,U,Jacksonville Police Department,"Antonio Cooks and Verne Williams were bail bondsmen assisting in arresting someone for a revoked driver's license and expired license plate when police officers responding to a 911 call of armed men dressed in black outside an apartment mistook the two men for robbers. Williams would later saysay he wearing a shirt that said ""Surety Agent"" in large letters and a badge around his neck. He said that he was telling the officer that he was a bail bondsman as the officer was firing at him, and could hear the officer's partner tell him to stop. An autopsy report showed that Cooks was shot from behind.",Jacksonville,
05/24/2011,1,F,Y,B,U,U,Armed disturbance,NA,1,,U,Jacksonville Police Department,"Antonio Cooks and Verne Williams were bail bondsmen assisting in arresting someone for a revoked driver's license and expired license plate when police officers responding to a 911 call of armed men dressed in black outside an apartment mistook the two men for robbers. Williams would later saysay he wearing a shirt that said ""Surety Agent"" in large letters and a badge around his neck. He said that he was telling the officer that he was a bail bondsman as the officer was firing at him, and could hear the officer's partner tell him to stop. An autopsy report showed that Cooks was shot from behind.",Jacksonville,
05/29/2010,1,F,Y,B,M,28,Stakeout,NA,2,,U,Jacksonville Police Department,"Jessie Nathan Cooper was seen by robbery detectives casing out a gas station as he parked his Isuzu Rodeo at the Gate station, then walked to a nearby Family Dollar storel, where he met girlfriend Shaketa Jones outside her Cadillac Escalade. They both got in her car and she dropped him off at the Gate store. Police said Cooper then approached the store’s manager with a bandanna over his face and a gun in his hand. The manager threw a money bag at the gunman’s feet, police said, and Cooper grabbed it before heading back toward the SUV. Officers had blocked Cooper’s car, so he backed up at a high rate of speed, police said. Robbery detectives Michael N. Padgett and Clement G. Nieto yelled at Cooper to stop, then fired after they saw him holding up a gun, according to police. Cooper made a loop through the parking lot, and the detectives fired again after the suspect kept his weapon aimed at the detectives, police said. Jones, who acted as a lookout and was communicating with him on a cell phone, was charged under Florida law that says that those involved in a crime in which a death occurs can be charged with murder.",Jacksonville,
05/31/2012,1,F,U,B,M,32,Traffic stop,NA,1,,U,Jacksonville Police Department,"Thomas McMullen was killed after a brief car chase and a foot pursuit. At about 11 a.m. police responded to a shots-fired call at the Cleveland Arms apartments at 5020 Cleveland Road and located a Buick on West 45th Street that matched one described in several 911 calls. Two officers stopped the vehicle at Paris Avenue and Morehouse Road. Police said that the passenger ran, and officers saw a handgun in his waistband. The officers said they chased the man until he tried to escape under a barber shop. K-9 Officer T.E. Stafford sent in the police dog in after he said McMullen failed to obey multiple commands to surrender. Stafford then fired five times, saying the man reached to his waist and thinking he still had the gun. McMullen was hit three times. He did not have a gun, but police said one was found along the chase path.",Jacksonville,
06/23/2016,1,N,Y,B,M,24,Traffic stop,NA,1,B,M,Jacksonville Police Department,"It's still unknown what prompted Officer Serge Paul to fire twice, hitting Keith Lawrence Crowder in the chest with both shots. Paul said he was pursuing Crowder for speeding and spinning his tires. Crowder stopped shortly before 9 p.m. after the patrol car’s air horn was used, according to police. Paul said that Crowder got out of the car and did not obey his commands to get back in the car. Witnesses dispute the police version of events, saying that Crowder was showing his hands and surrendering at the time of the shooting.",Jacksonville,
06/24/2012,1,N,N,W,M,41,Domestic disturbance,NA,1,,U,Jacksonville Police Department,"William Leroy Haines was killed after Officers J.B. Waddell and B.E. Turner responded to a 2:15 am. call about a suicidal man with a knife. They encountered Haines on the porch of a home and said he held what looked like a semi-automatic handgun with a laser sight in his hand. Police said that Haines refused orders to drop the weapon and then raised it as he took two steps toward the officers. Turner fired a single bullet, striking Haines in the chest, but not killing him. It was later determined that the 911 call was made by Haines, who pretended he was a concerned friend. The gun turned out to be a pistol-style BB gun with an operable laser sight",Jacksonville,BB gun.
08/17/2015,1,N,N,B,M,26,Wanted Person,NA,1,W,M,Jacksonville Police Department,"Victim name Brooks, Robert",Jacksonville,No hits.
08/23/2015,1,F,Y,W,M,37,Domestic Violence,NA,2,W;W,M;M,Jacksonville Police Department,"Richard Francis Compo was acting suicidal before he was shot and killed by police. His wife called police to tell them that his violence toward her had been escalating for a week and told a church pastor that he was going to kill her and that he had a gun, police said. When officers confronted Compo, he refused to come out of the house. A K9 officer covering the rear of the home reported at least seven shots in his direction and described bullets zipping over his head and hitting the trees. Police said that Compo emerged from the home with a cellphone in one hand and a rifle in the other. Sgt. Rob Adams and Officer Charlie Wilkie shot Compo as he raised his firearm toward them, police said. He was hit once in the chest and killed.",Jacksonville,
10/15/2010,1,F,U,W,M,33,Suspect search,NA,3,,U,Jacksonville Police Department,"Christopher 'Scott' Kilgore was a fugitive wanted for murder. Police had been tipped off on a suspicious person call and found Kilgore, who had been hiding out for four days after killing a brother and friend and wounding his parents in Middleburg. Kilgore was in a 17-foot boat on land on a trailer. Officers Jared Reston, Tim Stafford and Chuck Pearson ordered him to give up. They fired 28 rounds. Kilgore never fired a bullet. There was nothing to indicate Kilgore, who had a holstered pistol and a shotgun and rifle in the boat, made any threatening moves.",Jacksonville,
10/20/2016,1,F,Y,W,M,29,Armed Dispute,NA,1,W,M,Jacksonville Police Department,"Jacob Shawn Depetris was shot outside his Oceanway-area mobile home at about 7 a.m. Police were called to an armed home invasion by the parents of the suspect’s ex-girlfriend, Alyssa Bryant, who were at the home. Depetris had arrived up early that morning and fired a shotgun into the home, police said. He then went inside and confronted Margaret Rose Bryant and Kevin Watts Palmer, threatening to kill them, according to police. He tried to shoot at least one person, but his shotgun malfunctioned multiple times, police said. Officer Howard M. Smith turned his police car spotlight on Depetris, who was holding the shotgun and a liquor bottle, according to police. Police said that Smith got out of his patrol car and asked Depetris to drop the weapon. Witnesses said the suspect made statements that he was not going to drop the firearm and then pulled it up pointing it at the officer. Smith fired two shots at him.",Jacksonville,
10/27/2013,1,F,U,B,M,28,Robbery call,NA,1,,U,Jacksonville Police Department,"Jarmel Anthony Cosby was on foot when he was approached by officers in an unmarked car who said he matched the description of a suspect in a robbery at the Price Right Food Store at 10203 Lem Turner Road. Officer Marc Crawford and another deputy got out of the car and chased Cosby as he ran between houses. Police said the officers saw a gun in Cosby's hand and headed toward separate sides of a fence that Cosby was trying to climb. When Cosby fell from the fence, his gun came loose, police said. Crawford said he ordered Cosby not to move, but Cosby reached for the gun on the ground, prompting the officer to fire three shots.",Jacksonville,
10/28/2015,1,F,Y,B,M,34,Search warrant,NA,1,W,M,Jacksonville Police Department,"Jerry Michael Graham Jr. was shot by police serving a search warrant who who said he had a gun in his hand. Police, who breached the door of the home when no one responded, said that Graham turned toward the group of officers and pointed a gun at them. Officer Nick Rodgers fired his rifle five times from an open doorway to the back of the room, hitting Graham four times in the chest and once in the right hand. Officers arrested three others in the home, including Graham’s mother and girlfriend. Several guns and drugs were seized from the house.",Jacksonville,
11/13/2011,1,N,Y,B,M,22,Robbery call,NA,1,,U,Jacksonville Police Department,"Edward Littleton was shot by an off-duty officer who was tipped off after a witness who saw two masked robbers enter the Family Dollar store at about 4:45 a.m. The officer, G.W. Germann, responded along with other patrol units and surrounded the business. Police said that Littleton walked toward the front window of the store with an assault rifle in his hand and was shot by Germann in the left shoulder. The other suspect, Frederick Jennings, 17, ran out the back door and was apprehended. A .32-caliber revolver also was recovered at the scene.",Jacksonville,Officer off-duty.
11/24/2014,1,F,N,B,M,33,Traffic stop,NA,1,,U,Jacksonville Police Department,"Leonardo Little was killed by police following a traffic stop that escalated into a struggle. Police said that Officer Cecil Grant stopped Little's vehicle at about 7:15 p.m. on 103rd Street near the Interstate 295 interchange because of an expired tag. Little, who was driving the car, said he didn’t have a license and provided several names and date of births, police said. According to police, Little swung at Grant as he was being handcuffed and tried to run away. Police said that Grant drew his Taser and shot Little, causing him to fall to the ground. Grant again tried to put Little in handcuffs, but he resisted, police said. Grant said that Little went for his Taser and, in response, he shot Little in the chest and leg. Little's family disputed the police accounting of events and attempted to have an independent autopsy done.",Jacksonville,
12/21/2010,1,N,N,B,M,27,Traffic stop,NA,1,,U,Jacksonville Police Department,"Reginald Rishawn Henley was shot while he was unarmed and fleeing on foot. Officer A.J. Givens said he gave comments for Henley to stop and saw Henley reach for his waistband for something ""chrome-colored."" It turned out to be scales used to weight drugs. Henley's sister complained after the shooting that Henley was tackled after being shot, causing him to lose a kidney. Police said they first saw Henley in a speeding Chevrolet Monte Carlo without its headlights on about 2:30 a.m. at Roanoke Boulevard and Spottswood Road. The car fled after the officer turned on his emergency lights, prompting the police chase that led to a foot pursuit.",Jacksonville,
12/24/2014,1,N,Y,B,M,27,Robbery call,NA,1,,U,Jacksonville Police Department,"Michael Kevin Hollis was taken into custody after being shot by a police officer responding to a robbery call. A store manager at Gate Liquors responded to a burglar alarm at around 2:30 a.m. and saw an armed masked man inside, police said. When police arrived, the suspect walked outside and refused demands to drop an assault rifle and a scoped rifle that belonged to the business owner, police said. Officer Steve Coleman shot eight times, hitting the man in the leg. Two rounds hit the rifles.",Jacksonville,
12/27/2010,1,F,Y,W,M,20,Robbery call,NA,3,,U,Jacksonville Police Department,"Mark Stephen Yoachum Jr. was killed after a police chase that lasted more than 30 minutes before Yoachum crashed a car and got out on foot. He was tracked by K-9 and a police helicopter, before the police dog named Sarge was let off leash to pinpoint his exact location. The dog was killed in an exchange of gunfire, police said, suggesting that Yoachum was the one who shot him. Yoachum was killed after Officers Jackson Short, Larry Propper and R.M. Silcox opened fire. The chase started with a robbery about 7 p.m. at the Family Dollar on Chaffee Point Boulevard. One of the two masked men got away and the other, Yoachum, stole a car in the parking lot.",Jacksonville,
12/27/2014,1,F,N,B,M,28,Suspect search,NA,3,,U,Jacksonville Police Department,"David Andre Scott was identified as a homicide suspect before he was shot and killed by a SWAT team. Earlier in the morning, Scott's 31-year-old friend Laroy Tucker was killed during a card game, police said. A witness said Scott shot Tucker in the head for no apparent reason, according to police. Eight SWAT officers and detectives spoke to Scott through a door and windows but he told them he was not coming out without a fight, police said. At about 10:25 p.m. Scott swung the front door open and pointed what appeared to be a black handgun at the three SWAT officers who were covering the front door, according to police. After the shooting, police said the object was actually a small box shoved into a black sock held in a manner as if it was a pistol. Sgt. Brad Echelberger and detectives Lee McCranie and Woodrow Crotty fired a total of 21 bullets at Scott, hitting him several times in the torso and extremities. Police did not find the gun used to kill Tucker or any other weapons when they searched the apartment.",Jacksonville,Box put into black sock.
2/10/2010,1,N,N,U,U,U,Armed Robbery,NA,NA,,U,Kansas City Police Department,NA,Kansas City,replica gun
11/11/2010,1,N,N,U,U,U,Shots Fired,NA,NA,,U,Kansas City Police Department,NA,Kansas City,NO HITS
6/2/2011,1,N,N,U,U,U,Vehicle Pursuit,NA,NA,,U,Kansas City Police Department,NA,Kansas City,replica gun
10/3/2011,1,N,Y,U,U,U,Agg. Assault,NA,NA,,U,Kansas City Police Department,NA,Kansas City,NO HITS
11/3/2011,1,N,N,U,U,U,Armed Robbery,NA,NA,,U,Kansas City Police Department,NA,Kansas City,replica gun
1/5/2011,1,F,Y,U,U,U,Car Check,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
8/6/2011,1,F,Y,U,U,U,Res. Check,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
6/11/2011,1,N,N,U,U,U,D.U.I. Check Point,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
7/11/2011,1,F,Y,U,U,U,Party Armed,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
8/12/2011,1,N,Y,U,U,U,Agg. Assault,NA,NA,,U,Kansas City Police Department,NA,Kansas City,NO HITS
10/12/2011,1,N,Y,U,U,U,Vehicle Pursuit,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
1/2/2012,1,N,Y,U,U,U,Stolen Auto,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
7/6/2012,1,N,Y,U,U,U,Narcotic Survlnc,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
12/1/2013,1,F,N,U,U,U,Nag-Assault,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
6/3/2013,1,F,Y,U,U,U,Pedestrian Check,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
8/8/2013,1,F,N,U,U,U,Susp. Party,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
12/9/2013,1,N,N,U,U,U,Car Chk,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
9/12/2013,1,N,Y,U,U,U,ResCk/party wanted,NA,NA,,U,Kansas City Police Department,NA,Kansas City,Suicide
1/2/2014,1,N,Y,W,M,U,Disturbance,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
10/8/2014,1,F,N,U,M,U,Disturbance,NA,1,W,M,Kansas City Police Department,NA,Kansas City,samurai sword
10/12/2014,1,F,Y,W,M,U,Party Armed-suicidal,NA,3,W;W;W,M;M;M,Kansas City Police Department,NA,Kansas City,
12/12/2014,1,N,N,B,F,U,Car Check,NA,1,B,M,Kansas City Police Department,NA,Kansas City,
2/4/2015,1,N,Y,W,M,U,Agg DV Assault,NA,2,W;B,M;M,Kansas City Police Department,NA,Kansas City,
6/4/2015,1,N,N,L,M,U,Assist the Officer,NA,1,W,F,Kansas City Police Department,NA,Kansas City,
6/7/2015,1,U,U,U,U,U,Accidental Discharge w/ injuries,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
1/9/2015,1,N,Y,B,M,U,Bank Robbery,NA,2,W;W,M;M,Kansas City Police Department,NA,Kansas City,
7/9/2015,1,F,N,B,M,U,Sus Party Armed,NA,1,W,F,Kansas City Police Department,NA,Kansas City,sword
9/9/2015,1,F,N,B,M,U,Op 100,NA,1,W,M,Kansas City Police Department,NA,Kansas City,grenade
6/11/2015,1,N,Y,W,M,U,Sus Party Armed,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
1/3/2016,1,U,N,B,M,U,Fleeing vehicle,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
2/4/2016,1,F,Y,W,M,U,Vehicle Pursuit,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
6/8/2016,1,F,Y,W,M,U,NA,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
10/8/2016,1,N,Y,B,M,U,Fleeing vehicle,NA,2,W;W,M;M,Kansas City Police Department,NA,Kansas City,
5/9/2016,1,N,Y,W,M,U,Assault,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
9/11/2016,1,U,Y,B,M,U,Fleeing vehicle,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
1/15/2013,1,F,Y,U,U,U,Vehicle Pursuit,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
1/15/2014,1,N,Y,B,M,U,Party Wanted-Robbery,NA,1,W,M,Kansas City Police Department,NA,Kansas City,NO HITS
1/24/2011,1,N,Y,U,U,U,Agg. Assault,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
1/27/2013,1,N,N,U,U,U,Agg-Assault,NA,NA,,U,Kansas City Police Department,NA,Kansas City,BB Gun
10/22/2014,1,N,N,W,M,U,Robbery in progress,NA,1,m/m,M,Kansas City Police Department,NA,Kansas City,pruning shears
10/28/2016,1,N,N,W,M,U,Disturbance,NA,1,W,M,Kansas City Police Department,NA,Kansas City,screwdriver
11/15/2016,1,U,Y,B,M,U,Assault,NA,2,B;W,M;M,Kansas City Police Department,NA,Kansas City,
11/16/2010,1,N,Y,U,U,U,Search Warrant,NA,NA,,U,Kansas City Police Department,NA,Kansas City,NO HITS
11/17/2012,1,N,Y,U,U,U,Armed Robbery,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
11/18/2013,1,N,U,U,U,U,Car Chk/Robbery,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
11/20/2016,1,F,Y,W,M,U,Traffic Stop,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
11/23/2011,1,N,Y,U,U,U,Shots Fired,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
11/24/2011,1,F,Y,U,U,U,Murder,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
11/27/2016,1,N,Y,B,M,U,Sound of Shots,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
11/29/2016,1,F,Y,B,M,U,car check,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
12/19/2013,1,N,Y,U,U,U,ResCk/party wanted,NA,NA,,U,Kansas City Police Department,NA,Kansas City,Miss/Suicide
12/26/2012,1,N,N,U,U,U,Car Check,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
12/29/2010,1,F,N,U,U,U,Prowlers,NA,NA,,U,Kansas City Police Department,NA,Kansas City,metal pipe
2/13/2015,1,F,Y,U,M,U,Car Chase-Armed Carjacking,NA,2,W;W,M;M,Kansas City Police Department,NA,Kansas City,
2/18/2010,1,F,N,U,U,U,Party Armed,NA,NA,,U,Kansas City Police Department,NA,Kansas City,knife
2/19/2011,1,F,N,U,U,U,Disturbance,NA,NA,,U,Kansas City Police Department,NA,Kansas City,knife
2/23/2010,1,F,N,U,U,U,Vehicle Pursuit,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
3/16/2015,1,N,Y,B,M,U,Shots fired/Agg Assault,NA,2,W;W,M;M,Kansas City Police Department,NA,Kansas City,
3/18/2010,1,F,N,U,U,U,Asst. Officer,NA,NA,,U,Kansas City Police Department,NA,Kansas City,pellet gun
3/29/2013,1,F,Y,U,U,U,Agg-Assault,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
4/15/2010,1,N,N,U,U,U,Vehicle Pursuit,NA,NA,,U,Kansas City Police Department,NA,Kansas City,NO HITS
4/21/2011,1,N,Y,U,U,U,Party Armed,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
4/23/2012,1,N,Y,U,U,U,Disturbance,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
4/23/2013,1,N,N,U,U,U,Agg-Assault,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
4/30/2015,1,F,N,W,M,U,Agg DV Assault,NA,2,W;W,M;M,Kansas City Police Department,NA,Kansas City,BB Gun
4/30/2015,1,N,N,W,F,U,Agg DV Assault,NA,1,W,M,Kansas City Police Department,NA,Kansas City,NO HITS
5/25/2014,1,F,Y,W,M,U,Agg Assault/Op 100,NA,2,W;W,M;M,Kansas City Police Department,NA,Kansas City,
5/25/2016,1,N,Y,W,F,U,Suicidal party,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
5/26/2012,1,F,Y,U,U,U,Susp. Prostitution,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
6/14/2014,1,N,Y,B,M,U,Homicide,NA,1,B,M,Kansas City Police Department,NA,Kansas City,
6/15/2010,1,N,N,U,U,U,Search Warrant,NA,NA,,U,Kansas City Police Department,NA,Kansas City,NO HITS
6/24/2014,1,N,N,W,M,U,Party wanted-PCS,NA,1,B,M,Kansas City Police Department,NA,Kansas City,
6/29/2011,1,N,Y,U,U,U,Vehicle Pursuit,NA,NA,,U,Kansas City Police Department,NA,Kansas City,NO HITS
7/13/2011,1,N,N,U,U,U,Stolen Auto,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
7/21/2010,1,N,N,U,U,U,Car Check,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
7/22/2012,1,F,Y,U,U,U,Shots Fired,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
7/28/2013,1,F,Y,U,U,U,Robbery,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
8/23/2013,1,N,Y,U,U,U,CFS/Op-100,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
8/28/2015,1,U,N,B,M,U,Traffic Violation,NA,1,B,M,Kansas City Police Department,NA,Kansas City,
8/28/2016,1,U,Y,B,M,U,NA,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
8/30/2012,1,N,Y,U,U,U,Agg. Assualt,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
8/31/2014,1,F,Y,B,M,U,Susp Party/Armed,NA,2,W;W,M;M,Kansas City Police Department,NA,Kansas City,
9/16/2015,1,N,N,W,M,U,Felony Car check,NA,1,W,M,Kansas City Police Department,NA,Kansas City,
9/23/2012,1,N,Y,U,U,U,Sound of Shots,NA,NA,,U,Kansas City Police Department,NA,Kansas City,
1/1/2010,1,N,U,L,M,U,NA,NA,1,H,M,Los Angeles Police Department,,LosAngeles,No Hit
6/3/2010,1,N,U,B,M,U,NA,NA,1,H,M,Los Angeles Police Department,,LosAngeles,No Hit
4/4/2010,1,N,U,B,M,U,NA,NA,1,W,M,Los Angeles Police Department,,LosAngeles,Hit
6/4/2010,1,N,Y,B,M,U,NA,NA,1,B,M,Los Angeles Police Department,"On June 4, 2010, at about 5:48 p.m., an off-duty South Traffic Division police officer was cleaning his car in the 1800 block of west 78th Street in 77th Area. A white van which had at least two occupants approached the officer. The driver exited the van, armed with a hand gun, walked up to the officer and asked for his gang affiliation.The officer was able to arm himself and an exchange of gunfire ensued. It appeared that the suspect was struck. The suspect re-entered the van and drove away out of view. The officer was not injured.Several police units responded and area hospitals were notified of a possible injured suspect. A wounded person was reported to have been dropped off at a hospital in the city of Inglewood. Inglewood and LAPD personnel responded to the hospital.",LosAngeles,
